	there	RB	<f/>
	too	RB	<f/>
sw00utt/sw_0005_4646.utt:A:18:9	yeah	UH	<f/>
sw00utt/sw_0005_4646.utt:B:20:10	because	IN	<f/>
	i	PRP	<f/>
	know	VBP	<f/>
	my	PRP$	<f/>
	grandparents	NNS	<f/>
	wanted	VBD	<f/>
	to	TO	<f/>
	have	VB	<f/>
	some	DT	<f/>
	independence	NN	<f/>
	still	RB	<f/>
sw00utt/sw_0005_4646.utt:A:21:11	right	UH	<f/>
sw00utt/sw_0005_4646.utt:B:22:12	they	PRP	<f/>
	wanted	VBD	<f/>
	some	DT	<f/>
	place	NN	<f/>
	they	PRP	<f/>
	can	MD	<f/>
	go	VB	<f/>
	and	CC	<f/>
	have	VB	<f/>
	their	PRP$	<f/>
	meals	NNS	<f/>
	and	CC	<f/>
	a	DT	<f/>
	nurse	NN	<f/>
	on	IN	<f/>
	staff	NN	<f/>
	just	RB	<f/>
	in	IN	<f/>
	case	NN	<f/>
	they	PRP	<f/>
	needed	VBD	<f/>
	her	PRP	<f/>
sw00utt/sw_0005_4646.utt:B:23:12	but	CC	<f/>
	they	PRP	<f/>
	wanted	VBD	<f/>
	to	TO	<f/>
	be	VB	<f/>
	independent	JJ	<f/>
	as	IN	<f/>
	well	RB	<f/>
	have	VB	<f/>
	their	PRP$	<f/>
	own	JJ	<f/>
	room	NN	<f/>
sw00utt/sw_0005_4646.utt:A:24:13	right	UH	<f/>
sw00utt/sw_0005_4646.utt:A:26:15	my	PRP$	<f/>
	grandmother	NN	<f/>
	actually	RB	<f/>
	was	VBD	<f/>
	in	IN	<f/>
	a	DT	<f/>
	a	DT	<rm-1/><rpEndSub/>
	nursing	NN	<f/>
	home	NN	<f/>
	that	WDT	<f/>
	uh	UH	<e/>
sw00utt/sw_0005_4646.utt:A:27:15	there	EX	<f/>
	was	VBD	<f/>
	a	DT	<f/>
	retirement	NN	<f/>
	hotel	NN	<f/>
	and	CC	<f/>
	then	RB	<f/>
	a	DT	<f/>
	uh	UH	<e/>
sw00utt/sw_0005_4646.utt:A:28:15	there	EX	<f/>
	was	VBD	<f/>
	some	DT	<f/>
	sort	NN	<f/>
	of	IN	<f/>
	full-time	JJ	<f/>
	care	NN	<f/>
	place	NN	<f/>
	that	WDT	<f/>
	was	VBD	<f/>
	also	RB	<f/>
	associated	VBN	<f/>
	with	IN	<f/>
	it	PRP	<f/>
sw00utt/sw_0005_4646.utt:A:29:15	so	RB	<f/>
	for	IN	<f/>
	uh	UH	<e/>
	the	DT	<c/>
	first	JJ	<f/>
	few	JJ	<f/>
	years	NNS	<f/>
	she	PRP	<f/>
	had	VBD	<f/>
	her	PRP$	<f/>
	own	JJ	<f/>
	apartment	NN	<f/>
	and	CC	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	made	VBD	<c/>
	her	PRP$	<f/>
	own	JJ	<f/>
	meals	NNS	<f/>
	sometimes	RB	<f/>
	but	CC	<f/>
	could	MD	<f/>
	could	MD	<rm-1/><rpEndSub/>
	also	RB	<f/>
	go	VB	<f/>
	and	CC	<f/>
	eat	VB	<f/>
	someplace	NN	<f/>
	else	RB	<f/>
sw00utt/sw_0005_4646.utt:B:30:16	uh-huh	UH	<f/>
sw00utt/sw_0005_4646.utt:A:31:17	and	CC	<f/>
	then	RB	<f/>
	uh	UH	<e/>
	as	IN	<c/>
	she	PRP	<f/>
	became	VBD	<f/>
	less	RBR	<f/>
	able	JJ	<f/>
	to	TO	<f/>
	take	VB	<f/>
	care	NN	<f/>
	of	IN	<f/>
	herself	PRP	<f/>
	then	RB	<f/>
	she	PRP	<f/>
	moved	VBD	<f/>
	into	IN	<f/>
	this	DT	<f/>
	other	JJ	<f/>
	part	NN	<f/>
	that	WDT	<f/>
	was	VBD	<f/>
	able	JJ	<f/>
	to	TO	<f/>
	uh	UH	<e/>
	provide	VB	<c/>
	full-time	JJ	<f/>
	care	NN	<f/>
sw00utt/sw_0005_4646.utt:A:32:17	and	CC	<f/>
	uh	UH	<e/>
	she	PRP	<c/>
	didnt	VBDRB	<f/>
	have	VB	<f/>
	to	TO	<f/>
	do	VB	<f/>
	anything	NN	<f/>
	anymore	RB	<f/>
sw00utt/sw_0005_4646.utt:A:33:17	but	CC	<f/>
	my	PRP$	<f/>
	experience	NN	<f/>
	has	VBZ	<f/>
	been	VBN	<f/>
	that	IN	<f/>
	most	JJS	<f/>
	people	NNS	<f/>
	that	WDT	<f/>
	move	VBP	<f/>
	into	IN	<f/>
	nursing	NN	<f/>
	homes	NNS	<f/>
	die	VBP	<f/>
	very	RB	<f/>
	quickly	RB	<f/>
sw00utt/sw_0005_4646.utt:A:34:17	and	CC	<f/>
	thats	DTBES	<f/>
sw00utt/sw_0005_4646.utt:A:35:17	i	PRP	<f/>
	dont	VBPRB	<f/>
	know	VB	<f/>
	whether	IN	<f/>
	thats	DTBES	<f/>
	because	IN	<f/>
	they	PRP	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	sort	RB	<c/>
	of	RB	<f/>
	give	VBP	<f/>
	up	RP	<f/>
	hope	NN	<f/>
	once	IN	<f/>
	they	PRP	<f/>
	get	VBP	<f/>
	in	IN	<f/>
	there	RB	<f/>
	or	CC	<f/>
	what	WP	<f/>
	the	DT	<f/>
	the	DT	<rm-1/><rpEndSub/>
	reason	NN	<f/>
	is	VBZ	<f/>
sw00utt/sw_0005_4646.utt:A:36:17	but	CC	<f/>
	i	PRP	<f/>
	think	VBP	<f/>
	the	DT	<f/>
	average	JJ	<f/>
	length	NN	<f/>
	of	IN	<f/>
	time	NN	<f/>
	that	WDT	<f/>
	somebody	NN	<f/>
	lives	VBZ	<f/>
	in	IN	<f/>
	a	DT	<f/>
	nursing	NN	<f/>
	home	NN	<f/>
	is	VBZ	<f/>
	only	JJ	<f/>
	like	UH	<e/>
	$unc$six	CD	<c/>
	months	NNS	<f/>
	or	CC	<f/>
	something	NN	<f/>
sw00utt/sw_0005_4646.utt:B:37:18	well	UH	<e/>
	a	DT	<c/>
	lot	NN	<f/>
	of	IN	<f/>
	its	PRPHVS	<f/>
	probably	RB	<f/>
	to	TO	<f/>
	do	VB	<f/>
	with	IN	<f/>
	the	DT	<f/>
	fact	NN	<f/>
	that	IN	<f/>
	people	NNS	<f/>
	go	VBP	<f/>
	to	IN	<f/>
	it	PRP	<f/>
	because	IN	<f/>
	they	PRP	<f/>
	need	VBP	<f/>
	help	NN	<f/>
sw00utt/sw_0005_4646.utt:A:38:19	yeah	UH	<f/>
sw00utt/sw_0005_4646.utt:B:39:20	they	PRP	<f/>
	need	VBP	<f/>
	health	NN	<f/>
	care	NN	<f/>
sw00utt/sw_0005_4646.utt:B:40:20	so	RB	<f/>
	theyre	PRPVBP	<f/>
	already	RB	<f/>
	ill	JJ	<f/>
	before	IN	<f/>
	they	PRP	<f/>
	go	VBP	<f/>
sw00utt/sw_0005_4646.utt:A:41:21	right	UH	<f/>
sw00utt/sw_0005_4646.utt:B:42:22	thats	DTBES	<f/>
	probably	RB	<f/>
	a	DT	<f/>
	large	JJ	<f/>
	factor	NN	<f/>
sw00utt/sw_0005_4646.utt:A:43:23	yeah	UH	<f/>
sw00utt/sw_0005_4646.utt:A:44:23	if	IN	<f/>
	if	IN	<rm-1/><rpEndSub/>
	you	PRP	<f/>
	can	MD	<f/>
	take	VB	<f/>
	care	NN	<f/>
	of	IN	<f/>
	yourself	PRP	<f/>
	at	IN	<f/>
	all	DT	<f/>
	or	CC	<f/>
	have	VB	<f/>
	someone	NN	<f/>
	that	WDT	<f/>
	can	MD	<f/>
	take	VB	<f/>
	care	NN	<f/>
	of	IN	<f/>
	you	PRP	<f/>
	then	RB	<f/>
	you	PRP	<f/>
	stay	VBP	<f/>
	where	WRB	<f/>
	you	PRP	<f/>
	are	VBP	<f/>
sw00utt/sw_0005_4646.utt:A:45:23	then	RB	<f/>
	you	PRP	<f/>
	only	RB	<f/>
	go	VBP	<f/>
	there	RB	<f/>
	as	IN	<f/>
	a	DT	<f/>
	last	JJ	<f/>
	resort	NN	<f/>
sw00utt/sw_0005_4646.utt:B:46:24	uh-huh	UH	<f/>
sw00utt/sw_0005_4646.utt:A:47:25	or	CC	<f/>
	people	NNS	<f/>
	send	VBP	<f/>
	you	PRP	<f/>
	there	RB	<f/>
	as	IN	<f/>
	a	DT	<f/>
	last	JJ	<f/>
	resort	NN	<f/>
sw00utt/sw_0005_4646.utt:B:48:26	right	UH	<f/>
sw00utt/sw_0005_4646.utt:B:49:26	right	UH	<f/>
sw00utt/sw_0005_4646.utt:B:50:26	thats	DTBES	<f/>
	what	WP	<f/>
	my	PRP$	<f/>
	grandparents	NNS	<f/>
sw00utt/sw_0005_4646.utt:B:51:26	it	PRP	<f/>
	was	VBD	<f/>
	just	RB	<f/>
	so	IN	<f/>
	that	IN	<f/>
	the	DT	<f/>
	rest	NN	<f/>
	of	IN	<f/>
	the	DT	<f/>
	relatives	NNS	<f/>
	would	MD	<f/>
	have	VB	<f/>
	peace	NN	<f/>
	of	IN	<f/>
	mind	NN	<f/>
	knowing	VBG	<f/>
	that	IN	<f/>
	if	IN	<f/>
	anything	NN	<f/>
	happened	VBD	<f/>
	there	EX	<f/>
	was	VBD	<f/>
	somebody	NN	<f/>
	there	RB	<f/>
	for	IN	<f/>
	them	PRP	<f/>
sw00utt/sw_0005_4646.utt:A:52:27	uh-huh	UH	<f/>
sw00utt/sw_0005_4646.utt:B:53:28	so	RB	<f/>
	that	DT	<f/>
	was	VBD	<f/>
	their	PRP$	<f/>
	thinking	NN	<f/>
sw00utt/sw_0005_4646.utt:B:54:28	somebody	NN	<f/>
	who	WP	<f/>
	would	MD	<f/>
	know	VB	<f/>
	what	WP	<f/>
	to	TO	<f/>
	do	VB	<f/>
	in	IN	<f/>
	the	DT	<f/>
	event	NN	<f/>
	of	IN	<f/>
	an	DT	<f/>
	emergency	NN	<f/>
sw00utt/sw_0005_4646.utt:A:55:29	right	UH	<f/>
sw00utt/sw_0005_4646.utt:B:56:30	and	CC	<f/>
	also	RB	<f/>
	so	IN	<f/>
	they	PRP	<f/>
	could	MD	<f/>
	find	VB	<f/>
	someplace	NN	<f/>
	that	WDT	<f/>
	they	PRP	<f/>
	enjoyed	VBD	<f/>
	while	IN	<f/>
	they	PRP	<f/>
	still	RB	<f/>
	had	VBD	<f/>
	choices	NNS	<f/>
	to	TO	<f/>
	make	VB	<f/>
	so	RB	<f/>
	they	PRP	<f/>
	wouldnt	MDRB	<f/>
	be	VB	<f/>
	stuck	VBN	<f/>
	going	VBG	<f/>
	into	IN	<f/>
	just	RB	<f/>
	whatever	WDT	<f/>
	nursing	NN	<f/>
	home	NN	<f/>
	was	VBD	<f/>
	available	JJ	<f/>
	at	IN	<f/>
	the	DT	<f/>
	time	NN	<f/>
sw00utt/sw_0005_4646.utt:A:57:31	right	UH	<f/>
sw00utt/sw_0005_4646.utt:B:59:32	i	PRP	<f/>
	guess	VBP	<f/>
	thats	DTBES	<f/>
	a	DT	<f/>
	problem	NN	<f/>
	too	RB	<f/>
	for	IN	<f/>
	people	NNS	<f/>
	wait	NN	<f/>
	lists	NNS	<f/>
	and	CC	<f/>
	all	DT	<f/>
sw00utt/sw_0005_4646.utt:A:60:33	yeah	UH	<f/>
sw00utt/sw_0005_4646.utt:A:61:33	i	PRP	<f/>
	guess	VBP	<f/>
sw00utt/sw_0005_4646.utt:B:62:34	that	DT	<f/>
	uh	UH	<e/>
sw00utt/sw_0005_4646.utt:B:63:34	you	PRP	<f/>
	cant	MDRB	<f/>
	always	RB	<f/>
	get	VB	<f/>
	in	IN	<f/>
	when	WRB	<f/>
	you	PRP	<f/>
	want	VBP	<f/>
	too	^TO	<f/>
sw00utt/sw_0005_4646.utt:B:64:34	and	CC	<f/>
	of	IN	<f/>
	course	NN	<f/>
	you	PRP	<f/>
	cant	MDRB	<f/>
	just	RB	<f/>
	sit	VB	<f/>
	around	RB	<f/>
	and	CC	<f/>
	wait	VB	<f/>
sw00utt/sw_0005_4646.utt:A:65:35	right	UH	<f/>
sw00utt/sw_0005_4646.utt:A:66:35	when	WRB	<f/>
	you	PRP	<f/>
	need	VBP	<f/>
	it	PRP	<f/>
	you	PRP	<f/>
	need	VBP	<f/>
	it	PRP	<f/>
	i	PRP	<f/>
	guess	VBP	<f/>
sw00utt/sw_0005_4646.utt:B:67:36	yeah	UH	<f/>
sw00utt/sw_0005_4646.utt:B:69:38	and	CC	<f/>
	the	DT	<f/>
	money	NN	<f/>
	is	VBZ	<f/>
	also	RB	<f/>
	another	DT	<f/>
	issue	NN	<f/>
	how	WRB	<f/>
	youre	PRPVBP	<f/>
	going	VBG	<f/>
	to	TO	<f/>
	pay	VB	<f/>
	for	IN	<f/>
	it	PRP	<f/>
sw00utt/sw_0005_4646.utt:A:70:39	right	UH	<f/>
sw00utt/sw_0005_4646.utt:B:71:40	at	IN	<f/>
	that	DT	<f/>
	stage	NN	<f/>
	of	IN	<f/>
	life	NN	<f/>
	you	PRP	<f/>
	only	RB	<f/>
	have	VBP	<f/>
	so	RB	<f/>
	much	JJ	<f/>
	money	NN	<f/>
	left	VBN	<f/>
sw00utt/sw_0005_4646.utt:B:72:40	and	CC	<f/>
	i	PRP	<f/>
	guess	VBP	<f/>
	its	PRPBES	<f/>
	not	RB	<f/>
	exactly	RB	<f/>
	fair	JJ	<f/>
	for	IN	<f/>
	the	DT	<f/>
	younger	JJR	<f/>
	family	NN	<f/>
	members	NNS	<f/>
	to	TO	<f/>
	have	VB	<f/>
	to	TO	<f/>
	put	VB	<f/>
	it	PRP	<f/>
	in	IN	<f/>
	their	PRP$	<f/>
	savings	NNS	<f/>
sw00utt/sw_0005_4646.utt:A:73:41	yeah	UH	<f/>
sw00utt/sw_0005_4646.utt:B:74:42	i	PRP	<e/>
	mean	VBP	<e/>
	it	PRP	<c/>
	is	VBZ	<f/>
	kind	RB	<f/>
	of	RB	<f/>
	fair	JJ	<f/>
sw00utt/sw_0005_4646.utt:B:75:42	but	CC	<f/>
	its	PRPBES	<f/>
	also	RB	<f/>
	not	RB	<f/>
	fair	JJ	<f/>
	because	IN	<f/>
	they	PRP	<f/>
	have	VBP	<f/>
	their	PRP$	<f/>
	own	JJ	<f/>
	children	NNS	<f/>
	to	TO	<f/>
	raise	VB	<f/>
sw00utt/sw_0005_4646.utt:A:76:43	sure	UH	<f/>
sw00utt/sw_0005_4646.utt:B:77:44	so	RB	<f/>
	its	PRPBES	<f/>
	another	DT	<f/>
	problem	NN	<f/>
sw00utt/sw_0005_4646.utt:A:78:45	and	CC	<f/>
	you	PRP	<f/>
	probably	RB	<f/>
	if	IN	<rm-2/><rpMid/>
	it	PRP	<rpMid/>
	were	VBD	<rpMid/>
	you	PRP	<rpMid/>
	you	PRP	<rpMid/>
	probably	RB	<rpEndSub/>
	wouldnt	MDRB	<f/>
	want	VB	<f/>
	someone	NN	<f/>
	choosing	VBG	<f/>
	a	DT	<f/>
	place	NN	<f/>
	for	IN	<f/>
	you	PRP	<f/>
	to	TO	<f/>
	live	VB	<f/>
	based	VBN	<f/>
	on	IN	<f/>
	lowest	JJS	<f/>
	price	NN	<f/>
sw00utt/sw_0005_4646.utt:B:79:46	right	UH	<f/>
sw00utt/sw_0005_4646.utt:B:80:46	right	UH	<f/>
sw00utt/sw_0005_4646.utt:B:81:46	so	RB	<f/>
	it	PRP	<f/>
	its	PRPBES	<rm-1/><rpEndSub/>
	just	RB	<f/>
	so	RB	<f/>
	complicated	JJ	<f/>
	anymore	RB	<f/>
	i	PRP	<f/>
	think	VBP	<f/>
sw00utt/sw_0005_4646.utt:B:82:46	people	NNS	<f/>
	outlive	VBP	<f/>
	their	PRP$	<f/>
	savings	NNS	<f/>
sw00utt/sw_0005_4646.utt:B:83:46	and	CC	<f/>
	with	IN	<f/>
	medicine	NN	<f/>
	being	VBG	<f/>
	the	DT	<f/>
	way	NN	<f/>
	it	PRP	<f/>
	is	VBZ	<f/>
	youre	PRPVBP	<f/>
	extending	VBG	<f/>
	life	NN	<f/>
	where	WRB	<f/>
	sometimes	RB	<f/>
	the	DT	<f/>
	quality	NN	<f/>
	of	IN	<f/>
	living	NN	<f/>
	has	VBZ	<f/>
	gone	VBN	<f/>
	down	RP	<f/>
sw00utt/sw_0005_4646.utt:B:84:46	and	CC	<f/>
	theyre	PRPVBP	<f/>
	not	RB	<f/>
	necessarily	RB	<f/>
	enjoying	VBG	<f/>
	life	NN	<f/>
	anymore	RB	<f/>
sw00utt/sw_0005_4646.utt:A:85:47	yeah	UH	<f/>
sw00utt/sw_0005_4646.utt:A:86:47	well	UH	<e/>
	maybe	RB	<c/>
	thats	DTBES	<f/>
	the	DT	<f/>
	purpose	NN	<f/>
	of	IN	<f/>
	the	DT	<f/>
	nursing	NN	<f/>
	home	NN	<f/>
	is	VBZ	<f/>
	to	TO	<f/>
	have	VB	<f/>
	them	PRP	<f/>
	go	VB	<f/>
	someplace	RB	<f/>
	where	WRB	<f/>
	they	PRP	<f/>
	can	MD	<f/>
	see	VB	<f/>
	that	IN	<f/>
	its	PRPBES	<f/>
	not	RB	<f/>
	worth	JJ	<f/>
	continuing	VBG	<f/>
sw00utt/sw_0005_4646.utt:B:87:48	its	PRPBES	<f/>
	just	RB	<f/>
	a	DT	<f/>
	shame	NN	<f/>
	thats	DTBES	<f/>
	the	DT	<f/>
	way	NN	<f/>
	it	PRP	<f/>
	has	VBZ	<f/>
	to	TO	<f/>
	be	VB	<f/>
sw00utt/sw_0005_4646.utt:B:88:48	i	PRP	<f/>
	think	VBP	<f/>
	the	DT	<f/>
	retirement	NN	<f/>
	home	NN	<f/>
	ideas	NNBES	<f/>
	a	DT	<f/>
	nice	JJ	<f/>
	idea	NN	<f/>
	to	TO	<f/>
	go	VB	<f/>
	and	CC	<f/>
	find	VB	<f/>
	older	JJR	<f/>
	people	NNS	<f/>
	and	CC	<f/>
	with	IN	<f/>
	similar	JJ	<f/>
	interests	NNS	<f/>
	and	CC	<f/>
	someplace	RB	<f/>
	to	TO	<f/>
	stay	VB	<f/>
sw00utt/sw_0005_4646.utt:A:89:49	yeah	UH	<f/>
sw00utt/sw_0005_4646.utt:B:91:50	and	CC	<f/>
	cause	IN	<f/>
	like	UH	<e/>
	if	IN	<c/>
	your	PRP$	<f/>
	spouse	NN	<f/>
	died	VBD	<f/>
	all	RB	<f/>
	alone	RB	<f/>
	itd	PRPMD	<f/>
	be	VB	<f/>
	nice	JJ	<f/>
	to	TO	<f/>
	go	VB	<f/>
	someplace	RB	<f/>
	with	IN	<f/>
	people	NNS	<f/>
	similar	JJ	<f/>
	to	IN	<f/>
	you	PRP	<f/>
	to	TO	<f/>
	have	VB	<f/>
	friends	NNS	<f/>
sw00utt/sw_0005_4646.utt:A:92:51	right	UH	<f/>
sw00utt/sw_0005_4646.utt:A:94:53	yeah	UH	<f/>
sw00utt/sw_0005_4646.utt:A:95:53	ive	PRPVBP	<f/>
	known	VBN	<f/>
	quite	RB	<f/>
	a	DT	<f/>
	few	JJ	<f/>
	people	NNS	<f/>
	that	WDT	<f/>
	have	VBP	<f/>
	uh	UH	<e/>
	gone	VBN	<c/>
	to	IN	<f/>
	retirement	NN	<f/>
	communities	NNS	<f/>
sw00utt/sw_0005_4646.utt:A:96:53	i	PRP	<f/>
	dont	VBPRB	<f/>
	know	VB	<f/>
	if	IN	<f/>
	they	PRP	<f/>
	have	VBP	<f/>
	them	PRP	<f/>
	back	RB	<f/>
	there	RB	<f/>
sw00utt/sw_0005_4646.utt:A:97:53	but	CC	<f/>
	here	RB	<f/>
	in	IN	<f/>
	$unc$california	NNP	<f/>
	and	CC	<f/>
	in	IN	<f/>
sw00utt/sw_0013_4617.utt:A:0:1	okay	UH	<f/>
sw00utt/sw_0013_4617.utt:B:1:2	i	PRP	<f/>
	say	VBP	<f/>
	they	PRP	<f/>
	uh	UH	<e/>
sw00utt/sw_0013_4617.utt:B:2:2	probably	RB	<f/>
	the	DT	<f/>
	best	JJS	<f/>
	things	NNS	<f/>
	to	TO	<f/>
	do	VB	<f/>
	is	VBZ	<f/>
	is	VBZ	<rm-1/><rpEndSub/>
	tie	VB	<f/>
	them	PRP	<f/>
	with	IN	<f/>
	a	DT	<f/>
	rope	NN	<f/>
	and	CC	<f/>
	throw	VB	<f/>
	them	PRP	<f/>
	in	IN	<f/>
	the	DT	<f/>
	water	NN	<f/>
sw00utt/sw_0013_4617.utt:B:3:2	if	IN	<f/>
	they	PRP	<f/>
	sink	VBP	<f/>
	theyre	PRPVBP	<f/>
	innocent	JJ	<f/>
	right	UH	<e/>
sw00utt/sw_0013_4617.utt:A:4:3	i	PRP	<f/>
	see	VBP	<f/>
sw00utt/sw_0013_4617.utt:A:5:3	a	DT	<f/>
	a	DT	<rm-1/><rpEndSub/>
	good	JJ	<f/>
	a	DT	<rm-3/><rpMid/>
	good	JJ	<rpEndSub/>
	southern	JJ	<f/>
	solution	NN	<f/>
sw00utt/sw_0013_4617.utt:B:8:6	yeah	UH	<f/>
sw00utt/sw_0013_4617.utt:B:9:6	uh	UH	<e/>
	so	UH	<e/>
	uh	UH	<e/>
	how	WRB	<c/>
	do	VBP	<f/>
	you	PRP	<f/>
	how	WRB	<rm-3/><rpMid/>
	do	VBP	<rpMid/>
	you	PRP	<rpEndSub/>
	feel	VB	<f/>
sw00utt/sw_0013_4617.utt:B:10:6	thats	DTBES	<f/>
	of	IN	<f/>
	course	NN	<f/>
	being	VBG	<f/>
	facetious	JJ	<f/>
sw00utt/sw_0013_4617.utt:B:11:6	but	CC	<f/>
sw00utt/sw_0013_4617.utt:A:12:7	uh-huh	UH	<f/>
sw00utt/sw_0013_4617.utt:A:13:7	youd	PRPMD	<f/>
	have	VB	<f/>
	to	TO	<f/>
	say	VB	<f/>
	that	DT	<f/>
sw00utt/sw_0013_4617.utt:A:15:9	uh	UH	<e/>
	i	PRP	<c/>
	dont	VBPRB	<f/>
	know	VB	<f/>
sw00utt/sw_0013_4617.utt:A:16:9	the	DT	<f/>
	the	DT	<rm-1/><rpEndSub/>
	things	NNS	<f/>
	they	PRP	<f/>
	asked	VBD	<f/>
	to	TO	<f/>
	talk	VB	<f/>
	about	IN	<f/>
	were	VBD	<f/>
	whether	IN	<f/>
	the	DT	<f/>
	uh	UH	<e/>
	whether	IN	<rm-2/><rpMid/>
	the	DT	<rpEndSub/>
	judge	NN	<f/>
	should	MD	<f/>
	be	VB	<f/>
	the	DT	<f/>
	one	NN	<f/>
	that	WDT	<f/>
	does	VBZ	<f/>
	the	DT	<f/>
	uh	UH	<e/>
	sentencing	NN	<c/>
sw00utt/sw_0013_4617.utt:B:17:10	uh-huh	UH	<f/>
sw00utt/sw_0013_4617.utt:A:18:11	and	CC	<f/>
