	(7:15:7)	to	TO	<f/>
	(7:15:9)	uh	UH	<e/>
	(7:15:11)	know	VB	<f/>
	(7:15:12)	whether	IN	<f/>
	(7:15:13)	its	PRPBES	<f/>
	(7:15:15)	a	PDT	<rms id="13"/>
	(7:15:18)	you	PRP	<i id="13"/><e/>
	(7:15:19)	know	VBP	<i id="13"/><e/>
	(7:15:21)	a	PDT	<rps id="13"/><rpnrep id="13"/>
	(7:15:23)	no	DT	<f/>
	(7:15:24)	deposit	NN	<f/>
	(7:15:25)	no	DT	<f/>
	(7:15:26)	return	NN	<f/>
	(7:15:27)	kind	NN	<f/>
	(7:15:28)	of	IN	<f/>
	(7:15:29)	thing	NN	<f/>
	(7:15:30)	whether	IN	<f/>
4646:B:16:aa	(8:16:0)	right	UH	<f/>
4646:B:17:bf	(8:17:0)	if	IN	<f/>
	(8:17:1)	theyre	PRPVBP	<f/>
	(8:17:2)	equipped	JJ	<f/>
	(8:17:4)	too	^TO	<rms id="4"/>
	(8:17:6)	to	TO	<rps id="4"/><rpnsub id="4"/>
	(8:17:8)	handle	VB	<f/>
	(8:17:9)	the	DT	<f/>
	(8:17:10)	kind	NN	<f/>
	(8:17:11)	of	IN	<f/>
	(8:17:12)	patients	NNS	<f/>
	(8:17:13)	youre	PRPVBP	<f/>
	(8:17:14)	going	VBG	<f/>
	(8:17:15)	to	TO	<f/>
	(8:17:16)	have	VB	<f/>
	(10:19:2)	you	PRP	<e/>
	(10:19:3)	know	VBP	<e/>
	(10:19:5)	put	VB	<f/>
	(10:19:6)	in	IN	<f/>
	(10:19:7)	there	RB	<f/>
	(10:19:8)	too	RB	<f/>
4646:A:18:aa	(9:18:0)	yeah	UH	<f/>
4646:B:20:sd	(10:20:1)	because	IN	<f/>
	(10:20:3)	i	PRP	<f/>
	(10:20:4)	know	VBP	<f/>
	(10:20:5)	my	PRP$	<f/>
	(10:20:6)	grandparents	NNS	<f/>
	(10:20:7)	wanted	VBD	<f/>
	(10:20:8)	to	TO	<f/>
	(10:20:9)	have	VB	<f/>
	(10:20:10)	some	DT	<f/>
	(10:20:11)	independence	NN	<f/>
	(10:20:12)	still	RB	<f/>
4646:A:21:b	(11:21:0)	right	UH	<f/>
4646:B:22:sd	(12:22:0)	they	PRP	<f/>
	(12:22:1)	wanted	VBD	<f/>
	(12:22:2)	some	DT	<f/>
	(12:22:3)	place	NN	<f/>
	(12:22:4)	they	PRP	<f/>
	(12:22:5)	can	MD	<f/>
	(12:22:6)	go	VB	<f/>
	(12:22:7)	and	CC	<f/>
	(12:22:8)	have	VB	<f/>
	(12:22:9)	their	PRP$	<f/>
	(12:22:10)	meals	NNS	<f/>
	(12:22:11)	and	CC	<f/>
	(12:22:12)	a	DT	<f/>
	(12:22:13)	nurse	NN	<f/>
	(12:22:14)	on	IN	<f/>
	(12:22:15)	staff	NN	<f/>
	(12:22:16)	just	RB	<f/>
	(12:22:17)	in	IN	<f/>
	(12:22:18)	case	NN	<f/>
	(12:22:19)	they	PRP	<f/>
	(12:22:20)	needed	VBD	<f/>
	(12:22:21)	her	PRP	<f/>
4646:B:23:sd	(12:23:1)	but	CC	<f/>
	(12:23:3)	they	PRP	<f/>
	(12:23:4)	wanted	VBD	<f/>
	(12:23:5)	to	TO	<f/>
	(12:23:6)	be	VB	<f/>
	(12:23:7)	independent	JJ	<f/>
	(12:23:8)	as	IN	<f/>
	(12:23:9)	well	RB	<f/>
	(14:25:0)	have	VB	<f/>
	(14:25:1)	their	PRP$	<f/>
	(14:25:2)	own	JJ	<f/>
	(14:25:3)	room	NN	<f/>
4646:A:24:b	(13:24:0)	right	UH	<f/>
4646:A:26:sd	(15:26:0)	my	PRP$	<f/>
	(15:26:1)	grandmother	NN	<f/>
	(15:26:2)	actually	RB	<f/>
	(15:26:3)	was	VBD	<f/>
	(15:26:4)	in	IN	<f/>
	(15:26:6)	a	DT	<rms id="6"/>
	(15:26:8)	a	DT	<rps id="6"/><rpnrep id="6"/>
	(15:26:10)	nursing	NN	<f/>
	(15:26:11)	home	NN	<f/>
	(15:26:12)	that	WDT	<f/>
	(15:26:14)	uh	UH	<e/>
4646:A:27:sd	(15:27:0)	there	EX	<f/>
	(15:27:1)	was	VBD	<f/>
	(15:27:2)	a	DT	<f/>
	(15:27:3)	retirement	NN	<f/>
	(15:27:4)	hotel	NN	<f/>
	(15:27:5)	and	CC	<f/>
	(15:27:6)	then	RB	<f/>
	(15:27:7)	a	DT	<f/>
	(15:27:9)	uh	UH	<e/>
4646:A:28:sd	(15:28:0)	there	EX	<f/>
	(15:28:1)	was	VBD	<f/>
	(15:28:2)	some	DT	<f/>
	(15:28:3)	sort	NN	<f/>
	(15:28:4)	of	IN	<f/>
	(15:28:5)	full-time	JJ	<f/>
	(15:28:6)	care	NN	<f/>
	(15:28:7)	place	NN	<f/>
	(15:28:8)	that	WDT	<f/>
	(15:28:9)	was	VBD	<f/>
	(15:28:10)	also	RB	<f/>
	(15:28:11)	associated	VBN	<f/>
	(15:28:12)	with	IN	<f/>
	(15:28:13)	it	PRP	<f/>
4646:A:29:sd	(15:29:1)	so	RB	<f/>
	(15:29:3)	for	IN	<f/>
	(15:29:5)	uh	UH	<e/>
	(15:29:7)	the	DT	<f/>
	(15:29:8)	first	JJ	<f/>
	(15:29:9)	few	JJ	<f/>
	(15:29:10)	years	NNS	<f/>
	(15:29:11)	she	PRP	<f/>
	(15:29:12)	had	VBD	<f/>
	(15:29:13)	her	PRP$	<f/>
	(15:29:14)	own	JJ	<f/>
	(15:29:15)	apartment	NN	<f/>
	(15:29:16)	and	CC	<f/>
	(15:29:18)	you	PRP	<e/>
	(15:29:19)	know	VBP	<e/>
	(15:29:21)	made	VBD	<f/>
	(15:29:22)	her	PRP$	<f/>
	(15:29:23)	own	JJ	<f/>
	(15:29:24)	meals	NNS	<f/>
	(15:29:25)	sometimes	RB	<f/>
	(15:29:26)	but	CC	<f/>
	(15:29:28)	could	MD	<rms id="22"/>
	(15:29:30)	could	MD	<rps id="22"/><rpnrep id="22"/>
	(15:29:32)	also	RB	<f/>
	(15:29:33)	go	VB	<f/>
	(15:29:34)	and	CC	<f/>
	(15:29:35)	eat	VB	<f/>
	(15:29:36)	someplace	NN	<f/>
	(15:29:37)	else	RB	<f/>
4646:B:30:b	(16:30:0)	uh-huh	UH	<f/>
4646:A:31:sd	(17:31:1)	and	CC	<f/>
	(17:31:2)	then	RB	<f/>
	(17:31:5)	uh	UH	<e/>
	(17:31:7)	as	IN	<f/>
	(17:31:8)	she	PRP	<f/>
	(17:31:9)	became	VBD	<f/>
	(17:31:10)	less	RBR	<f/>
	(17:31:11)	able	JJ	<f/>
	(17:31:12)	to	TO	<f/>
	(17:31:13)	take	VB	<f/>
	(17:31:14)	care	NN	<f/>
	(17:31:15)	of	IN	<f/>
	(17:31:16)	herself	PRP	<f/>
	(17:31:17)	then	RB	<f/>
	(17:31:18)	she	PRP	<f/>
	(17:31:19)	moved	VBD	<f/>
	(17:31:20)	into	IN	<f/>
	(17:31:21)	this	DT	<f/>
	(17:31:22)	other	JJ	<f/>
	(17:31:23)	part	NN	<f/>
	(17:31:24)	that	WDT	<f/>
	(17:31:25)	was	VBD	<f/>
	(17:31:26)	able	JJ	<f/>
	(17:31:27)	to	TO	<f/>
	(17:31:29)	uh	UH	<e/>
	(17:31:31)	provide	VB	<f/>
	(17:31:32)	full-time	JJ	<f/>
	(17:31:33)	care	NN	<f/>
4646:A:32:sd	(17:32:1)	and	CC	<f/>
	(17:32:4)	uh	UH	<e/>
	(17:32:6)	she	PRP	<f/>
	(17:32:7)	didnt	VBDRB	<f/>
	(17:32:8)	have	VB	<f/>
	(17:32:9)	to	TO	<f/>
	(17:32:10)	do	VB	<f/>
	(17:32:11)	anything	NN	<f/>
	(17:32:12)	anymore	RB	<f/>
4646:A:33:sv	(17:33:1)	but	CC	<f/>
	(17:33:3)	my	PRP$	<f/>
	(17:33:4)	experience	NN	<f/>
	(17:33:5)	has	VBZ	<f/>
	(17:33:6)	been	VBN	<f/>
	(17:33:7)	that	IN	<f/>
	(17:33:8)	most	JJS	<f/>
	(17:33:9)	people	NNS	<f/>
	(17:33:10)	that	WDT	<f/>
	(17:33:11)	move	VBP	<f/>
	(17:33:12)	into	IN	<f/>
	(17:33:13)	nursing	NN	<f/>
	(17:33:14)	homes	NNS	<f/>
	(17:33:15)	die	VBP	<f/>
	(17:33:16)	very	RB	<f/>
	(17:33:17)	quickly	RB	<f/>
4646:A:34:%	(17:34:1)	and	CC	<f/>
	(17:34:3)	thats	DTBES	<f/>
4646:A:35:sd	(17:35:0)	i	PRP	<f/>
	(17:35:1)	dont	VBPRB	<f/>
	(17:35:2)	know	VB	<f/>
	(17:35:3)	whether	IN	<f/>
	(17:35:4)	thats	DTBES	<f/>
	(17:35:5)	because	IN	<f/>
	(17:35:6)	they	PRP	<f/>
	(17:35:8)	you	PRP	<e/>
	(17:35:9)	know	VBP	<e/>
	(17:35:11)	sort	RB	<f/>
	(17:35:12)	of	RB	<f/>
	(17:35:13)	give	VBP	<f/>
	(17:35:14)	up	RP	<f/>
	(17:35:15)	hope	NN	<f/>
	(17:35:16)	once	IN	<f/>
	(17:35:17)	they	PRP	<f/>
	(17:35:18)	get	VBP	<f/>
	(17:35:19)	in	IN	<f/>
	(17:35:20)	there	RB	<f/>
	(17:35:21)	or	CC	<f/>
	(17:35:22)	what	WP	<f/>
	(17:35:24)	the	DT	<rms id="22"/>
	(17:35:26)	the	DT	<rps id="22"/><rpnrep id="22"/>
	(17:35:28)	reason	NN	<f/>
	(17:35:29)	is	VBZ	<f/>
4646:A:36:sv	(17:36:1)	but	CC	<f/>
	(17:36:3)	i	PRP	<f/>
	(17:36:4)	think	VBP	<f/>
	(17:36:5)	the	DT	<f/>
	(17:36:6)	average	JJ	<f/>
	(17:36:7)	length	NN	<f/>
	(17:36:8)	of	IN	<f/>
	(17:36:9)	time	NN	<f/>
	(17:36:10)	that	WDT	<f/>
	(17:36:11)	somebody	NN	<f/>
	(17:36:12)	lives	VBZ	<f/>
	(17:36:13)	in	IN	<f/>
	(17:36:14)	a	DT	<f/>
	(17:36:15)	nursing	NN	<f/>
	(17:36:16)	home	NN	<f/>
	(17:36:17)	is	VBZ	<f/>
	(17:36:18)	only	JJ	<f/>
	(17:36:20)	like	UH	<e/>
	(17:36:22)	$unc$six	CD	<f/>
	(17:36:23)	months	NNS	<f/>
	(17:36:24)	or	CC	<f/>
	(17:36:25)	something	NN	<f/>
4646:B:37:sv	(18:37:1)	well	UH	<e/>
	(18:37:3)	a	DT	<f/>
	(18:37:4)	lot	NN	<f/>
	(18:37:5)	of	IN	<f/>
	(18:37:6)	its	PRPHVS	<f/>
	(18:37:7)	probably	RB	<f/>
	(18:37:8)	to	TO	<f/>
	(18:37:9)	do	VB	<f/>
	(18:37:10)	with	IN	<f/>
	(18:37:11)	the	DT	<f/>
	(18:37:12)	fact	NN	<f/>
	(18:37:13)	that	IN	<f/>
	(18:37:14)	people	NNS	<f/>
	(18:37:15)	go	VBP	<f/>
	(18:37:16)	to	IN	<f/>
	(18:37:17)	it	PRP	<f/>
	(18:37:18)	because	IN	<f/>
	(18:37:19)	they	PRP	<f/>
	(18:37:20)	need	VBP	<f/>
	(18:37:21)	help	NN	<f/>
4646:A:38:b	(19:38:0)	yeah	UH	<f/>
4646:B:39:sd	(20:39:0)	they	PRP	<f/>
	(20:39:1)	need	VBP	<f/>
	(20:39:2)	health	NN	<f/>
	(20:39:3)	care	NN	<f/>
4646:B:40:sd	(20:40:1)	so	RB	<f/>
	(20:40:3)	theyre	PRPVBP	<f/>
	(20:40:4)	already	RB	<f/>
	(20:40:5)	ill	JJ	<f/>
	(20:40:6)	before	IN	<f/>
	(20:40:7)	they	PRP	<f/>
	(20:40:8)	go	VBP	<f/>
4646:A:41:b	(21:41:0)	right	UH	<f/>
4646:B:42:sv	(22:42:0)	thats	DTBES	<f/>
	(22:42:1)	probably	RB	<f/>
	(22:42:2)	a	DT	<f/>
	(22:42:4)	large	JJ	<f/>
	(22:42:5)	factor	NN	<f/>
4646:A:43:b	(23:43:1)	yeah	UH	<f/>
4646:A:44:sv	(23:44:1)	if	IN	<rms id="1"/>
	(23:44:4)	if	IN	<rps id="1"/><rpnrep id="1"/>
	(23:44:6)	you	PRP	<f/>
	(23:44:7)	can	MD	<f/>
	(23:44:8)	take	VB	<f/>
	(23:44:9)	care	NN	<f/>
	(23:44:10)	of	IN	<f/>
	(23:44:11)	yourself	PRP	<f/>
	(23:44:12)	at	IN	<f/>
	(23:44:13)	all	DT	<f/>
	(23:44:14)	or	CC	<f/>
	(23:44:15)	have	VB	<f/>
	(23:44:16)	someone	NN	<f/>
	(23:44:17)	that	WDT	<f/>
	(23:44:18)	can	MD	<f/>
	(23:44:19)	take	VB	<f/>
	(23:44:20)	care	NN	<f/>
	(23:44:21)	of	IN	<f/>
	(23:44:22)	you	PRP	<f/>
	(23:44:23)	then	RB	<f/>
	(23:44:24)	you	PRP	<f/>
	(23:44:25)	stay	VBP	<f/>
	(23:44:26)	where	WRB	<f/>
	(23:44:27)	you	PRP	<f/>
	(23:44:28)	are	VBP	<f/>
4646:A:45:sv	(23:45:0)	then	RB	<f/>
	(23:45:1)	you	PRP	<f/>
	(23:45:2)	only	RB	<f/>
	(23:45:3)	go	VBP	<f/>
	(23:45:4)	there	RB	<f/>
	(23:45:5)	as	IN	<f/>
	(23:45:6)	a	DT	<f/>
	(23:45:7)	last	JJ	<f/>
	(23:45:8)	resort	NN	<f/>
4646:B:46:b	(24:46:0)	uh-huh	UH	<f/>
4646:A:47:sd	(25:47:1)	or	CC	<f/>
	(25:47:3)	people	NNS	<f/>
	(25:47:4)	send	VBP	<f/>
	(25:47:5)	you	PRP	<f/>
	(25:47:6)	there	RB	<f/>
	(25:47:7)	as	IN	<f/>
	(25:47:8)	a	DT	<f/>
	(25:47:9)	last	JJ	<f/>
	(25:47:10)	resort	NN	<f/>
4646:B:48:aa	(26:48:0)	right	UH	<f/>
4646:B:49:aa	(26:49:0)	right	UH	<f/>
4646:B:50:sd	(26:50:0)	thats	DTBES	<f/>
	(26:50:1)	what	WP	<f/>
	(26:50:2)	my	PRP$	<f/>
	(26:50:3)	grandparents	NNS	<f/>
4646:B:51:sd	(26:51:0)	it	PRP	<f/>
	(26:51:1)	was	VBD	<f/>
	(26:51:2)	just	RB	<f/>
	(26:51:3)	so	IN	<f/>
	(26:51:4)	that	IN	<f/>
	(26:51:5)	the	DT	<f/>
	(26:51:6)	rest	NN	<f/>
	(26:51:7)	of	IN	<f/>
	(26:51:8)	the	DT	<f/>
	(26:51:9)	relatives	NNS	<f/>
	(26:51:10)	would	MD	<f/>
	(26:51:11)	have	VB	<f/>
	(26:51:12)	peace	NN	<f/>
	(26:51:13)	of	IN	<f/>
	(26:51:14)	mind	NN	<f/>
	(26:51:15)	knowing	VBG	<f/>
	(26:51:16)	that	IN	<f/>
	(26:51:17)	if	IN	<f/>
	(26:51:18)	anything	NN	<f/>
	(26:51:19)	happened	VBD	<f/>
	(26:51:20)	there	EX	<f/>
	(26:51:21)	was	VBD	<f/>
	(26:51:22)	somebody	NN	<f/>
	(26:51:23)	there	RB	<f/>
	(26:51:24)	for	IN	<f/>
	(26:51:25)	them	PRP	<f/>
4646:A:52:b	(27:52:0)	uh-huh	UH	<f/>
4646:B:53:sd	(28:53:1)	so	RB	<f/>
	(28:53:3)	that	DT	<f/>
	(28:53:4)	was	VBD	<f/>
	(28:53:5)	their	PRP$	<f/>
	(28:53:6)	thinking	NN	<f/>
4646:B:54:sd	(28:54:0)	somebody	NN	<f/>
	(28:54:1)	who	WP	<f/>
	(28:54:2)	would	MD	<f/>
	(28:54:3)	know	VB	<f/>
	(28:54:4)	what	WP	<f/>
	(28:54:5)	to	TO	<f/>
	(28:54:6)	do	VB	<f/>
	(28:54:7)	in	IN	<f/>
	(28:54:8)	the	DT	<f/>
	(28:54:9)	event	NN	<f/>
	(28:54:10)	of	IN	<f/>
	(28:54:11)	an	DT	<f/>
	(28:54:12)	emergency	NN	<f/>
4646:A:55:b	(29:55:0)	right	UH	<f/>
4646:B:56:sd	(30:56:1)	and	CC	<f/>
	(30:56:3)	also	RB	<f/>
	(30:56:4)	so	IN	<f/>
	(30:56:5)	they	PRP	<f/>
	(30:56:6)	could	MD	<f/>
	(30:56:7)	find	VB	<f/>
	(30:56:8)	someplace	NN	<f/>
	(30:56:9)	that	WDT	<f/>
	(30:56:10)	they	PRP	<f/>
	(30:56:11)	enjoyed	VBD	<f/>
	(30:56:12)	while	IN	<f/>
	(30:56:13)	they	PRP	<f/>
	(30:56:14)	still	RB	<f/>
	(30:56:15)	had	VBD	<f/>
	(30:56:16)	choices	NNS	<f/>
	(30:56:17)	to	TO	<f/>
	(30:56:18)	make	VB	<f/>
	(32:58:0)	so	RB	<f/>
	(32:58:1)	they	PRP	<f/>
	(32:58:2)	wouldnt	MDRB	<f/>
	(32:58:3)	be	VB	<f/>
	(32:58:4)	stuck	VBN	<f/>
	(32:58:5)	going	VBG	<f/>
	(32:58:6)	into	IN	<f/>
	(32:58:7)	just	RB	<f/>
	(32:58:8)	whatever	WDT	<f/>
	(32:58:9)	nursing	NN	<f/>
	(32:58:10)	home	NN	<f/>
	(32:58:11)	was	VBD	<f/>
	(32:58:12)	available	JJ	<f/>
	(32:58:13)	at	IN	<f/>
	(32:58:14)	the	DT	<f/>
	(32:58:15)	time	NN	<f/>
4646:A:57:b	(31:57:0)	right	UH	<f/>
4646:B:59:sv	(32:59:0)	i	PRP	<f/>
	(32:59:1)	guess	VBP	<f/>
	(32:59:2)	thats	DTBES	<f/>
	(32:59:3)	a	DT	<f/>
	(32:59:4)	problem	NN	<f/>
	(32:59:5)	too	RB	<f/>
	(32:59:6)	for	IN	<f/>
	(32:59:7)	people	NNS	<f/>
	(32:59:8)	wait	NN	<f/>
	(32:59:9)	lists	NNS	<f/>
	(32:59:10)	and	CC	<f/>
	(32:59:11)	all	DT	<f/>
4646:A:60:b	(33:60:0)	yeah	UH	<f/>
4646:A:61:h	(33:61:1)	i	PRP	<f/>
	(33:61:2)	guess	VBP	<f/>
4646:B:62:%	(34:62:1)	that	DT	<f/>
	(34:62:3)	uh	UH	<e/>
4646:B:63:sv	(34:63:1)	you	PRP	<f/>
	(34:63:2)	cant	MDRB	<f/>
	(34:63:3)	always	RB	<f/>
	(34:63:4)	get	VB	<f/>
	(34:63:5)	in	IN	<f/>
	(34:63:6)	when	WRB	<f/>
	(34:63:7)	you	PRP	<f/>
	(34:63:8)	want	VBP	<f/>
	(34:63:9)	too	^TO	<f/>
4646:B:64:sd	(34:64:1)	and	CC	<f/>
	(34:64:3)	of	IN	<f/>
	(34:64:4)	course	NN	<f/>
	(34:64:5)	you	PRP	<f/>
	(34:64:6)	cant	MDRB	<f/>
	(34:64:7)	just	RB	<f/>
	(34:64:8)	sit	VB	<f/>
	(34:64:9)	around	RB	<f/>
	(34:64:10)	and	CC	<f/>
	(34:64:11)	wait	VB	<f/>
4646:A:65:aa	(35:65:0)	right	UH	<f/>
4646:A:66:sv	(35:66:0)	when	WRB	<f/>
	(35:66:1)	you	PRP	<f/>
	(35:66:2)	need	VBP	<f/>
	(35:66:3)	it	PRP	<f/>
	(35:66:4)	you	PRP	<f/>
	(35:66:6)	need	VBP	<f/>
	(35:66:7)	it	PRP	<f/>
	(37:68:1)	i	PRP	<f/>
	(37:68:2)	guess	VBP	<f/>
4646:B:67:b	(36:67:1)	yeah	UH	<f/>
4646:B:69:qh	(38:69:1)	and	CC	<f/>
	(38:69:3)	the	DT	<f/>
	(38:69:4)	money	NN	<f/>
	(38:69:5)	is	VBZ	<f/>
	(38:69:6)	also	RB	<f/>
	(38:69:7)	another	DT	<f/>
	(38:69:8)	issue	NN	<f/>
	(38:69:9)	how	WRB	<f/>
	(38:69:10)	youre	PRPVBP	<f/>
	(38:69:11)	going	VBG	<f/>
	(38:69:12)	to	TO	<f/>
	(38:69:13)	pay	VB	<f/>
	(38:69:14)	for	IN	<f/>
	(38:69:15)	it	PRP	<f/>
4646:A:70:b	(39:70:0)	right	UH	<f/>
4646:B:71:sv	(40:71:0)	at	IN	<f/>
	(40:71:1)	that	DT	<f/>
	(40:71:2)	stage	NN	<f/>
	(40:71:3)	of	IN	<f/>
	(40:71:4)	life	NN	<f/>
	(40:71:5)	you	PRP	<f/>
	(40:71:6)	only	RB	<f/>
	(40:71:7)	have	VBP	<f/>
	(40:71:8)	so	RB	<f/>
	(40:71:9)	much	JJ	<f/>
	(40:71:10)	money	NN	<f/>
	(40:71:11)	left	VBN	<f/>
4646:B:72:sv	(40:72:1)	and	CC	<f/>
	(40:72:3)	i	PRP	<f/>
	(40:72:4)	guess	VBP	<f/>
	(40:72:5)	its	PRPBES	<f/>
	(40:72:6)	not	RB	<f/>
	(40:72:7)	exactly	RB	<f/>
	(40:72:8)	fair	JJ	<f/>
	(40:72:9)	for	IN	<f/>
	(40:72:10)	the	DT	<f/>
	(40:72:11)	younger	JJR	<f/>
	(40:72:12)	family	NN	<f/>
	(40:72:13)	members	NNS	<f/>
	(40:72:14)	to	TO	<f/>
	(40:72:15)	have	VB	<f/>
	(40:72:16)	to	TO	<f/>
	(40:72:17)	put	VB	<f/>
	(40:72:18)	it	PRP	<f/>
	(40:72:19)	in	IN	<f/>
	(40:72:20)	their	PRP$	<f/>
	(40:72:21)	savings	NNS	<f/>
4646:A:73:b	(41:73:1)	yeah	UH	<f/>
4646:B:74:sv	(42:74:2)	i	PRP	<e/>
	(42:74:3)	mean	VBP	<e/>
	(42:74:6)	it	PRP	<f/>
	(42:74:7)	is	VBZ	<f/>
	(42:74:8)	kind	RB	<f/>
	(42:74:9)	of	RB	<f/>
	(42:74:10)	fair	JJ	<f/>
