Speaker: 4519A
(3:11:5)	56.12775	56.19775	the	DT	<f/><cc/><diact type="sd"/>
(3:11:6)	56.19775	56.58775	money	NN	<f/><cc/><diact type="sd"/>
(3:11:7)	56.58775	56.91775	and	CC	<f/><cc/><diact type="sd"/>
(3:11:8)	56.91775	57.13775	go	VBP	<f/><cc/><diact type="sd"/>
(3:11:9)	57.13775	57.25775	on	IN	<f/><cc/><diact type="sd"/>
(3:11:10)	57.25775	58.25775	vacations	NNS	<f/><cc/><diact type="sd"/>
(3:11:11)	58.25775	58.606375	and	CC	<f/><cc/><diact type="sd"/>
(3:11:12)	59.4275	59.772	always	RB	<f/><cc/><diact type="sd"/>
(3:11:13)	59.8285	60.03775	never	RB	<f/><cc/><diact type="sd"/>
(3:11:14)	60.03775	60.27775	seem	VBP	<f/><cc/><diact type="sd"/>
(3:11:15)	60.27775	60.36775	to	TO	<f/><cc/><diact type="sd"/>
(3:11:16)	60.36775	60.53775	have	VB	<f/><cc/><diact type="sd"/>
(3:11:17)	60.53775	60.66775	any	DT	<f/><cc/><diact type="sd"/>
(3:11:18)	60.66775	60.89775	money	NN	<f/><cc/><diact type="sd"/>
(3:11:19)	60.89775	61.48775	problems	NNS	<f/><cc/><diact type="sd"/>
(3:11:20)	61.48775	61.66775	which	WDT	<f/><cc/><diact type="sd"/>
(3:11:21)	61.66775	61.74775	i	PRP	<f/><cc/><diact type="sd"/>
(3:11:22)	61.74775	61.95775	guess	VBP	<f/><cc/><diact type="sd"/>
(3:11:23)	61.95775	62.09325	is	VBZ	<f/><cc/><diact type="sd"/>
(3:11:24)	62.09325	62.203875	a	DT	<f/><cc/><diact type="sd"/>
(3:11:25)	62.328125	62.77775	comfortable	JJ	<f/><cc/><diact type="sd"/>
(3:11:26)	62.77775	63.12775	thing	NN	<f/><ct/><diact type="sd"/>
(5:15:1)	68.504125	68.65725	well	UH	<e/><tc/><diact type="b^m"/>
(5:15:3)	68.65725	68.73725	we	PRP	<f/><cc/><diact type="b^m"/>
(5:15:4)	68.73725	68.90725	stay	VBP	<f/><cc/><diact type="b^m"/>
(5:15:5)	68.90725	69.16725	within	IN	<f/><cc/><diact type="b^m"/>
(5:15:6)	69.16725	69.27725	our	PRP$	<f/><cc/><diact type="b^m"/>
(5:15:7)	69.27725	69.77725	means	NN	<f/><ct/><diact type="b^m"/>
(5:16:1)	69.77725	69.95725	but	CC	<f/><tc/><diact type="sd"/>
(5:16:3)	69.95725	70.08725	we	PRP	<f/><cc/><diact type="sd"/>
(7:18:1)	70.08725	70.36725	dont	VBPRB	<f/><cc/><diact type="sd"/>
(7:18:2)	70.62725	70.815	do	VB	<f/><cc/><diact type="sd"/>
(7:18:3)	70.815	70.99575	it	PRP	<f/><cc/><diact type="sd"/>
(7:18:5)	70.99575	71.48725	uh	UH	<e/><cc/><diact type="sd"/>
(7:18:7)	71.48725	71.96025	by	IN	<f/><cc/><diact type="sd"/>
(7:18:8)	72.04725	72.42725	conscious	JJ	<f/><cc/><diact type="sd"/>
(7:18:9)	72.42725	72.73725	effort	NN	<f/><ct/><diact type="sd"/>
(7:19:0)	72.73725	72.84725	it	PRP	<f/><tc/><diact type="sd"/>
(7:19:1)	72.84725	73.01725	just	RB	<f/><cc/><diact type="sd"/>
(7:19:2)	73.01725	73.15725	sort	RB	<f/><cc/><diact type="sd"/>
(7:19:3)	73.15725	73.28725	of	RB	<f/><cc/><diact type="sd"/>
(7:19:4)	73.28725	73.71725	happens	VBZ	<f/><cc/><diact type="sd"/>
(7:19:5)	73.71725	74.38725	automatically	RB	<f/><ct/><diact type="sd"/>
(9:21:1)	75.347375	75.585125	although	IN	<e/><tc/><diact type="sd"/>
(9:21:3)	75.585125	75.695125	we	PRP	<f/><cc/><diact type="sd"/>
(9:21:4)	75.695125	75.975125	just	RB	<f/><cc/><diact type="sd"/>
(9:21:5)	75.975125	76.245125	moved	VBD	<f/><cc/><diact type="sd"/>
(9:21:6)	76.245125	76.305125	to	IN	<f/><cc/><diact type="sd"/>
(9:21:7)	76.305125	77.121875	$unc$california	NNP	<f/><ct/><diact type="sd"/>
(9:22:1)	77.178375	77.725125	and	CC	<f/><tc/><diact type="sd"/>
(9:22:4)	77.725125	78.005125	uh	UH	<e/><cc/><diact type="sd"/>
(9:22:6)	78.005125	78.095125	the	DT	<f/><cc/><diact type="sd"/>
(9:22:7)	78.095125	78.495125	cost	NN	<f/><cc/><diact type="sd"/>
(9:22:8)	78.495125	78.655125	of	IN	<f/><cc/><diact type="sd"/>
(9:22:9)	78.655125	78.965125	living	NN	<f/><cc/><diact type="sd"/>
(9:22:10)	78.965125	79.165125	here	RB	<f/><cc/><diact type="sd"/>
(9:22:11)	79.165125	79.255125	in	IN	<f/><cc/><diact type="sd"/>
(9:22:12)	79.255125	79.937	$unc$california	NNP	<f/><cc/><diact type="sd"/>
(9:22:13)	79.985125	80.685125	is	VBZ	<f/><cc/><diact type="sd"/>
(9:22:15)	80.825125	81.32075	uh	UH	<e/><cc/><diact type="sd"/>
(9:22:17)	82.384875	82.435125	i	PRP	<f/><cc/><diact type="sd"/>
(9:22:18)	82.435125	82.535125	would	MD	<f/><cc/><diact type="sd"/>
(9:22:19)	82.535125	82.725125	say	VB	<f/><cc/><diact type="sd"/>
(9:22:20)	82.725125	82.935125	rather	RB	<f/><cc/><diact type="sd"/>
(9:22:21)	82.935125	83.86975	pathological	JJ	<f/><ct/><diact type="sd"/>
(9:21:1)	83.86975	84.1345	<laughter/>	LAUGHTER	<laughter/>
(11:24:1)	84.818375	85.629125	uh	UH	<e/><tc/><diact type="sd"/>
(11:24:3)	85.629125	85.969125	housing	NN	<f/><cc/><diact type="sd"/>
(11:24:4)	85.969125	86.449125	prices	NNS	<f/><cc/><diact type="sd"/>
(11:24:5)	86.449125	87.1185	are	VBP	<f/><cc/><diact type="sd"/>
(11:24:7)	87.677875	87.78325	you	PRP	<e/><cc/><diact type="sd"/>
(11:24:8)	87.78325	87.976125	know	VBP	<e/><cc/><diact type="sd"/>
(11:24:11)	87.976125	88.21725	like	UH	<e/><cc/><diact type="sd"/>
(11:24:13)	88.3265	88.769125	from	IN	<f/><cc/><diact type="sd"/>
(11:24:14)	88.769125	89.349125	$unc$four	CD	<f/><cc/><diact type="sd"/>
(11:24:15)	89.349125	89.467125	to	TO	<f/><cc/><diact type="sd"/>
(11:24:16)	89.53125	89.799125	$unc$ten	CD	<f/><cc/><diact type="sd"/>
(11:24:17)	89.799125	90.519125	times	NNS	<f/><cc/><diact type="sd"/>
(11:24:18)	90.519125	90.889125	more	RBR	<f/><cc/><diact type="sd"/>
(11:24:19)	90.889125	91.629125	expensive	JJ	<f/><cc/><diact type="sd"/>
(11:24:20)	91.629125	92.126875	than	IN	<f/><cc/><diact type="sd"/>
(11:24:22)	92.26625	92.79625	uh	UH	<e/><cc/><diact type="sd"/>
(11:24:25)	94.2225	94.955375	uh	UH	<e/><cc/><diact type="sd"/>
(11:24:29)	97.645375	97.77525	they	PRP	<f/><cc/><diact type="sd"/>
(11:24:30)	97.77525	98.257375	were	VBD	<f/><cc/><diact type="sd"/>
(11:24:31)	98.765875	98.944625	where	WRB	<f/><cc/><diact type="sd"/>
(11:24:32)	98.944625	99.065125	i	PRP	<f/><cc/><diact type="sd"/>
(11:24:33)	99.065125	99.33525	came	VBD	<f/><cc/><diact type="sd"/>
(11:24:34)	99.33525	99.65525	from	IN	<f/><cc/><diact type="sd"/>
(11:24:35)	99.65525	99.86525	in	IN	<f/><cc/><diact type="sd"/>
(11:24:37)	99.86525	100.01525	uh	UH	<e/><cc/><diact type="sd"/>
(11:24:39)	100.01525	100.69525	$unc$dallas	NNP	<f/><ct/><diact type="sd"/>
(13:26:1)	102.27525	102.62525	yeah	UH	<f/><tt/><diact type="aa"/>
(13:27:1)	102.62525	103.445625	so	RB	<f/><tc/><diact type="sd"/>
(13:27:4)	103.445625	103.8785	uh	UH	<e/><cc/><diact type="sd"/>
(15:29:2)	105.702125	106.693125	uh	UH	<e/><cc/><diact type="sd"/>
(15:29:4)	107.026125	107.250375	that	DT	<f/><cc/><diact type="sd"/>
(15:29:5)	108.520625	109.442125	presents	VBZ	<f/><cc/><diact type="sd"/>
(15:29:7)	109.442125	110.083875	a	DT	<f/><cc/><diact type="sd"/>
(15:29:9)	110.517	110.6505	a	DT	<rm-1/><rpEndSub/><cc/><diact type="sd"/>
(15:29:11)	110.6505	110.812125	real	JJ	<f/><cc/><diact type="sd"/>
(15:29:12)	110.812125	111.398875	shock	NN	<f/><ct/><diact type="sd"/>
(15:29:2)	111.398875	112.1485	<laughter/>	LAUGHTER	<laughter/>
(17:31:2)	112.1485	112.359	ac-	RB	<f/><tc/><diact type="sd"/>
(17:31:4)	112.359	112.5695	ac-	RB	<rm-1/><rpEndSub/><cc/><diact type="sd"/>
(17:31:7)	112.98	113.332125	actually	RB	<rm-2/><rpEndSub/><cc/><diact type="sd"/>
(17:31:9)	113.332125	113.422125	our	PRP$	<f/><cc/><diact type="sd"/>
(17:31:10)	113.422125	113.832125	standard	NN	<f/><cc/><diact type="sd"/>
(17:31:11)	113.832125	113.962125	of	IN	<f/><cc/><diact type="sd"/>
(17:31:12)	113.962125	114.222125	living	NN	<f/><cc/><diact type="sd"/>
(17:31:13)	114.222125	114.372125	has	VBZ	<f/><cc/><diact type="sd"/>
(17:31:14)	114.372125	114.612125	gone	VBN	<f/><cc/><diact type="sd"/>
(17:31:15)	114.612125	114.912125	down	RB	<f/><cc/><diact type="sd"/>
(17:31:16)	114.912125	115.272125	somewhat	RB	<f/><cc/><diact type="sd"/>
(17:31:17)	115.272125	115.532125	since	IN	<f/><cc/><diact type="sd"/>
(17:31:18)	115.532125	115.642125	weve	PRPVBP	<f/><cc/><diact type="sd"/>
(17:31:19)	115.642125	115.882125	moved	VBN	<f/><cc/><diact type="sd"/>
(17:31:20)	115.882125	115.952125	to	IN	<f/><cc/><diact type="sd"/>
(17:31:21)	115.952125	116.662125	$unc$california	NNP	<f/><ct/><diact type="sd"/>
(17:32:1)	116.662125	116.805875	but	CC	<f/><tt/><diact type="%"/>
(19:35:0)	121.215125	121.417625	yeah	UH	<f/><tt/><diact type="aa"/>
(19:36:0)	121.417625	121.557625	its	PRPBES	<f/><tc/><diact type="sv"/>
(19:36:1)	121.557625	121.857625	gods	NNPPOS	<f/><cc/><diact type="sv"/>
(19:36:2)	121.857625	122.318625	country	NN	<f/><ct/><diact type="sv"/>
(21:38:1)	122.748	123.517625	uh	UH	<e/><tc/><diact type="sv"/>
(21:38:4)	123.517625	123.917625	and	CC	<f/><cc/><diact type="sv"/>
(21:38:6)	123.917625	124.097625	$unc$one	CD	<f/><cc/><diact type="sv"/>
(21:38:7)	124.097625	124.237625	way	NN	<f/><cc/><diact type="sv"/>
(21:38:8)	124.237625	124.357625	you	PRP	<f/><cc/><diact type="sv"/>
(21:38:9)	124.357625	124.497625	know	VBP	<f/><cc/><diact type="sv"/>
(21:38:10)	124.497625	124.797625	that	DT	<f/><cc/><diact type="sv"/>
(21:38:11)	124.797625	125.177625	is	VBZ	<f/><cc/><diact type="sv"/>
(21:38:12)	125.177625	125.305625	that	IN	<f/><cc/><diact type="sv"/>
(21:38:13)	125.357625	125.647625	only	RB	<f/><cc/><diact type="sv"/>
(21:38:14)	125.647625	125.947625	$unc$god	NNP	<f/><cc/><diact type="sv"/>
(21:38:15)	125.947625	126.097625	can	MD	<f/><cc/><diact type="sv"/>
(21:38:16)	126.097625	126.417625	afford	VB	<f/><cc/><diact type="sv"/>
(21:38:17)	126.417625	126.575375	it	PRP	<f/><ct/><diact type="sv"/>
(21:38:1)	126.575375	126.9645	<laughter/>	LAUGHTER	<laughter/>
(23:40:1)	129.023375	129.984625	uh	UH	<e/><tc/><diact type="sd"/>
(23:40:4)	131.360125	131.883375	so	RB	<f/><cc/><diact type="sd"/>
(23:40:6)	133.042875	133.333375	budget	NN	<f/><cc/><diact type="sd"/>
(23:40:7)	133.333375	133.453375	is	VBZ	<f/><cc/><diact type="sd"/>
(23:40:8)	133.453375	133.613375	not	RB	<f/><cc/><diact type="sd"/>
(23:40:9)	133.613375	133.653375	a	DT	<f/><cc/><diact type="sd"/>
(23:40:10)	133.653375	133.993375	problem	NN	<f/><cc/><diact type="sd"/>
(23:40:11)	133.993375	134.123375	for	IN	<f/><cc/><diact type="sd"/>
(23:40:12)	134.123375	134.533375	us	PRP	<f/><ct/><diact type="sd"/>
(23:41:1)	135.111375	135.300375	uh	UH	<e/><tc/><diact type="sd"/>
(23:41:3)	135.300375	135.489375	at	IN	<f/><cc/><diact type="sd"/>
(23:41:4)	135.489375	135.739375	least	JJS	<f/><cc/><diact type="sd"/>
(23:41:5)	135.739375	135.849375	it	PRP	<f/><cc/><diact type="sd"/>
(23:41:6)	135.849375	136.169375	hasnt	VBZRB	<f/><cc/><diact type="sd"/>
(23:41:7)	136.169375	136.319375	been	VBN	<f/><ct/><diact type="sd"/>
(23:42:0)	136.319375	136.419375	it	PRP	<f/><tc/><diact type="sd"/>
(23:42:2)	136.419375	136.659375	may	MD	<f/><cc/><diact type="sd"/>
(23:42:4)	136.659375	136.959375	may	MD	<rm-1/><rpEndSub/><cc/><diact type="sd"/>
(23:42:6)	136.959375	137.089375	be	VB	<f/><cc/><diact type="sd"/>
(23:42:7)	137.089375	137.209375	at	IN	<f/><cc/><diact type="sd"/>
(23:42:8)	137.209375	137.429375	this	DT	<f/><cc/><diact type="sd"/>
(23:42:9)	137.429375	137.71225	point	NN	<f/><ct/><diact type="sd"/>
(23:43:1)	137.855375	138.23	but	CC	<f/><tc/><diact type="sd"/>
(23:43:4)	138.23	138.527625	uh	UH	<e/><cc/><diact type="sd"/>
(23:43:6)	138.719375	138.859375	up	IN	<f/><cc/><diact type="sd"/>
(23:43:7)	138.859375	139.089375	until	IN	<f/><cc/><diact type="sd"/>
(23:43:8)	139.089375	139.30425	this	DT	<f/><cc/><diact type="sd"/>
(23:43:9)	139.30425	139.519375	point	NN	<f/><cc/><diact type="sd"/>
(23:43:10)	139.519375	139.589375	it	PRP	<f/><cc/><diact type="sd"/>
(23:43:11)	139.589375	139.799375	really	RB	<f/><cc/><diact type="sd"/>
(23:43:12)	139.799375	140.119375	hasnt	VBZRB	<f/><cc/><diact type="sd"/>
(23:43:13)	140.119375	140.322	been	VBN	<f/><ct/><diact type="sd"/>
(23:44:0)	141.9965	142.115875	when	WRB	<f/><tc/><diact type="sd"/>
(23:44:1)	142.115875	142.41725	i	PRP	<f/><cc/><diact type="sd"/>
(23:44:3)	142.41725	142.744875	uh	UH	<e/><cc/><diact type="sd"/>
(23:44:5)	142.829375	142.999375	was	VBD	<f/><cc/><diact type="sd"/>
(23:44:6)	142.999375	143.349375	in	IN	<f/><cc/><diact type="sd"/>
(23:44:8)	143.349375	143.919375	uh	UH	<e/><cc/><diact type="sd"/>
(23:44:10)	144.657875	145.139875	undergraduate	NN	<f/><cc/><diact type="sd"/>
(23:44:11)	145.139875	145.429875	school	NN	<f/><cc/><diact type="sd"/>
(23:44:12)	145.429875	145.529875	a	DT	<f/><cc/><diact type="sd"/>
(23:44:13)	145.529875	145.899875	long	JJ	<f/><cc/><diact type="sd"/>
(23:44:14)	145.899875	146.1325	long	JJ	<f/><cc/><diact type="sd"/>
(23:44:15)	146.18525	146.379875	time	NN	<f/><cc/><diact type="sd"/>
(23:44:16)	146.379875	146.688875	ago	RB	<f/><cc/><diact type="sd"/>
(23:44:17)	146.945	147.281625	i	PRP	<f/><cc/><diact type="sd"/>
(23:44:19)	147.281625	147.68875	uh	UH	<e/><cc/><diact type="sd"/>
(23:44:21)	148.48725	148.739875	noted	VBD	<f/><cc/><diact type="sd"/>
(23:44:22)	148.829875	148.964125	that	IN	<f/><cc/><diact type="sd"/>
(23:44:23)	149.0545	149.438	the	DT	<f/><cc/><diact type="sd"/>
(23:44:25)	149.536	150.076	monthly	JJ	<f/><cc/><diact type="sd"/>
(23:44:26)	150.505375	150.939875	salary	NN	<f/><cc/><diact type="sd"/>
(23:44:28)	150.939875	151.439875	starting	JJ	<rm-2/><rpMid/><cc/><diact type="sd"/>
(23:44:29)	151.439875	151.799875	average	JJ	<f/><cc/><diact type="sd"/>
(23:44:30)	151.799875	152.099875	monthly	JJ	<f/><cc/><diact type="sd"/>
(23:44:32)	152.099875	152.50375	salary	NN	<f/><cc/><diact type="sd"/>
(23:44:35)	152.782375	153.149875	salary	NN	<rm-1/><rpEndSub/><cc/><diact type="sd"/>
(23:44:38)	153.149875	153.289875	for	IN	<f/><cc/><diact type="sd"/>
(23:44:39)	153.289875	153.949875	engineers	NNS	<f/><cc/><diact type="sd"/>
(23:44:41)	153.949875	154.034738636	that	WDT	<f/><cc/><diact type="sd"/>
(23:44:45)	154.034738636	154.098386364	you	PRP	<e/><cc/><diact type="sd"/>
(23:44:46)	154.098386364	154.18325	know	VBP	<e/><cc/><diact type="sd"/>
(23:44:48)	155.329875	155.489875	in	IN	<rm-3/><rpEndDel/><cc/><diact type="sd"/>
(23:44:49)	155.489875	155.639875	my	PRP$	<f/><cc/><diact type="sd"/>
(23:44:50)	155.639875	156.159875	discipline	NN	<f/><cc/><diact type="sd"/>
(23:44:51)	156.159875	156.379875	was	VBD	<f/><cc/><diact type="sd"/>
(23:44:52)	156.379875	156.633375	like	IN	<f/><cc/><diact type="sd"/>
(23:44:55)	158.454625	158.89575	oh	UH	<e/><cc/><diact type="sd"/>
(23:44:57)	158.89575	159.22575	$unc$six	CD	<f/><cc/><diact type="sd"/>
(23:44:58)	159.22575	159.48575	$unc$hundred	CD	<f/><cc/><diact type="sd"/>
(23:44:59)	159.48575	159.80575	$unc$ten	CD	<f/><cc/><diact type="sd"/>
(23:44:60)	159.80575	160.16575	dollars	NNS	<f/><cc/><diact type="sd"/>
(23:44:61)	160.16575	160.23575	a	DT	<f/><cc/><diact type="sd"/>
(23:44:62)	160.23575	160.450375	month	NN	<f/><cc/><diact type="sd"/>
(23:44:63)	160.450375	160.604875	or	CC	<f/><cc/><diact type="sd"/>
(23:44:64)	160.604875	160.96575	something	NN	<f/><cc/><diact type="sd"/>
(23:44:65)	160.96575	161.18575	like	IN	<f/><cc/><diact type="sd"/>
(23:44:66)	161.18575	161.407625	that	DT	<f/><ct/><diact type="sd"/>
(25:46:1)	161.980125	162.59575	and	CC	<f/><tc/><diact type="sd"/>
(25:46:4)	162.59575	163.352375	uh	UH	<e/><cc/><diact type="sd"/>
(25:46:6)	163.521875	163.63575	i	PRP	<f/><cc/><diact type="sd"/>
(25:46:7)	163.63575	163.99575	noted	VBD	<f/><cc/><diact type="sd"/>
(25:46:8)	163.99575	164.12575	at	IN	<f/><cc/><diact type="sd"/>
(25:46:9)	164.12575	164.318625	that	DT	<f/><cc/><diact type="sd"/>
(25:46:10)	164.488125	164.72575	point	NN	<f/><cc/><diact type="sd"/>
(25:46:11)	164.72575	164.91575	that	IN	<f/><cc/><diact type="sd"/>
(25:46:13)	164.91575	165.03925	i	PRP	<f/><cc/><diact type="sd"/>
(25:46:14)	165.03925	165.349375	was	VBD	<f/><cc/><diact type="sd"/>
(25:46:17)	166.1565	166.20575	you	PRP	<e/><cc/><diact type="sd"/>
(25:46:18)	166.20575	166.32575	know	VBP	<e/><cc/><diact type="sd"/>
(25:46:20)	166.32575	166.42575	if	IN	<rm-4/><rpMid/><cc/><diact type="sd"/>
(25:46:21)	166.42575	166.72575	thats	DTBES	<rpEndSub/><cc/><diact type="sd"/>
(25:46:23)	166.72575	166.855	what	WP	<f/><cc/><diact type="sd"/>
(25:46:24)	166.930375	167.02575	my	PRP$	<f/><cc/><diact type="sd"/>
(25:46:25)	167.02575	167.38575	salary	NN	<f/><cc/><diact type="sd"/>
(25:46:26)	167.38575	167.58575	was	VBD	<f/><cc/><diact type="sd"/>
(25:46:27)	167.58575	167.72575	that	WDT	<f/><cc/><diact type="sd"/>
(25:46:28)	167.72575	167.78575	i	PRP	<f/><cc/><diact type="sd"/>
(25:46:29)	167.78575	168.06575	drew	VBD	<f/><cc/><diact type="sd"/>
(25:46:30)	168.06575	168.24575	then	RB	<f/><cc/><diact type="sd"/>
(25:46:31)	168.24575	168.33575	i	PRP	<f/><cc/><diact type="sd"/>
(25:46:32)	168.33575	168.47625	would	MD	<f/><cc/><diact type="sd"/>
(25:46:33)	168.559125	168.65575	be	VB	<f/><cc/><diact type="sd"/>
(25:46:34)	168.65575	169.51575	making	VBG	<f/><cc/><diact type="sd"/>
(25:46:35)	169.85575	170.25575	almost	RB	<f/><cc/><diact type="sd"/>
(25:46:36)	170.25575	170.53575	twice	RB	<f/><cc/><diact type="sd"/>
(25:46:37)	170.53575	170.70575	as	RB	<f/><cc/><diact type="sd"/>
(25:46:38)	170.70575	170.94575	much	RB	<f/><cc/><diact type="sd"/>
(25:46:39)	170.94575	171.09575	as	IN	<f/><cc/><diact type="sd"/>
(25:46:40)	171.09575	171.41575	my	PRP$	<f/><cc/><diact type="sd"/>
(25:46:41)	171.41575	171.90575	father	NN	<f/><cc/><diact type="sd"/>
(25:46:42)	171.90575	172.275	made	VBD	<f/><cc/><diact type="sd"/>
(25:46:43)	172.403	172.64575	during	IN	<f/><cc/><diact type="sd"/>
(25:46:44)	172.64575	172.94575	his	PRP$	<f/><cc/><diact type="sd"/>
(25:46:45)	172.94575	173.5455	best	JJS	<f/><cc/><diact type="sd"/>
(25:46:46)	173.94475	174.546625	year	NN	<f/><cc/><diact type="sd"/>
(25:46:47)	175.111625	175.5385	ever	RB	<f/><ct/><diact type="sd"/>
(25:47:1)	176.5315	177.38575	so	RB	<f/><tc/><diact type="sd"/>
(25:47:3)	178.629625	178.76	i	PRP	<f/><cc/><diact type="sd"/>
(25:47:4)	178.76	179.18	stopped	VBD	<f/><cc/><diact type="sd"/>
(25:47:5)	179.18	179.39	worrying	VBG	<f/><cc/><diact type="sd"/>
(25:47:6)	179.39	179.63	about	IN	<f/><cc/><diact type="sd"/>
(25:47:7)	179.63	179.99475	money	NN	<f/><ct/><diact type="sd"/>
